Time,GPS Speed
923.2,36.7242
923.25,36.998
923.3,38.1015
923.35,38.8928
923.4,39.1746
923.45,39.4465
923.5,39.7025
923.55,40.0371
923.6,40.4996
923.65,40.6917
923.7,40.4424
923.75,40.3696
923.8,40.5849
923.85,40.6647
923.9,40.5236
923.95,40.5677
924,40.9141
924.05,41.2152
924.1,41.4427
924.15,41.6363
924.2,41.7748
924.25,41.8382
924.3,41.7792
924.35,41.4771
924.4,40.7783
924.45,40.0942
924.5,39.4339
924.55,38.7561
924.6,38.0494
924.65,37.4012
924.7,36.8483
924.75,36.1936
924.8,35.3729
924.85,34.5691
924.9,33.793
924.95,33.0362
925,32.311
925.05,31.6619
925.1,31.1369
925.15,30.5683
925.2,29.9286
925.25,29.2895
925.3,28.6517
925.35,28.0405
925.4,27.473
925.45,26.995
925.5,26.663
925.55,26.2555
925.6,25.7249
925.65,25.2645
925.7,24.9186
925.75,24.5046
925.8,23.9795
925.85,23.5045
925.9,23.1116
925.95,22.8905
926,22.9498
926.05,23.0539
926.1,23.2309
926.15,23.2755
926.2,23.1039
926.25,22.9412
926.3,22.7932
926.35,22.7963
926.4,23.0459
926.45,23.2115
926.5,23.2398
926.55,23.4493
926.6,23.9546
926.65,24.1577
926.7,23.868
926.75,23.8598
926.8,24.311
926.85,24.7737
926.9,25.2552
926.95,25.733
927,26.205
927.05,26.9225
927.1,28.0403
927.15,28.9417
927.2,29.4898
927.25,30.2446
927.3,31.3368
927.35,32.4015
927.4,33.4216
927.45,34.4048
927.5,35.3277
927.55,36.3574
927.6,37.5613
927.65,38.6917
927.7,39.7022
927.75,40.7166
927.8,41.7375
927.85,42.8606
927.9,44.1505
927.95,45.3669
928,46.4636
928.05,47.5786
928.1,48.7238
928.15,49.8714
928.2,51.0228
928.25,52.1646
928.3,53.2906
928.35,54.3732
928.4,55.385
928.45,56.4203
928.5,57.4941
928.55,58.5301
928.6,59.5046
928.65,60.1947
928.7,60.421
928.75,60.6891
928.8,61.0255
928.85,61.6879
928.9,62.882
928.95,63.8836
929,64.571
929.05,65.2677
929.1,65.9794
929.15,66.7398
929.2,67.5796
929.25,68.4029
929.3,69.1992
929.35,69.9319
929.4,70.5607
929.45,71.2643
929.5,72.09
929.55,72.7982
929.6,73.3147
929.65,73.816
929.7,74.2925
929.75,74.4669
929.8,74.1486
929.85,73.5976
929.9,72.667
929.95,71.9702
930,71.6547
930.05,71.2679
930.1,70.7648
930.15,70.195
930.2,69.5165
930.25,68.926
930.3,68.4791
930.35,68.061
930.4,67.6898
930.45,67.3185
930.5,66.947
930.55,66.5741
930.6,66.1989
930.65,65.8872
930.7,65.6791
930.75,65.4314
930.8,65.1191
930.85,64.8056
930.9,64.4903
930.95,64.2597
931,64.167
931.05,64.1522
931.1,64.2643
931.15,64.2699
931.2,64.1019
931.25,64.0386
931.3,64.1461
931.35,64.1858
931.4,64.1148
931.45,64.1003
931.5,64.1782
931.55,64.2339
931.6,64.2532
931.65,64.2617
931.7,64.2525
931.75,64.2914
931.8,64.4087
931.85,64.4393
931.9,64.3283
931.95,64.3353
932,64.5347
932.05,64.6208
932.1,64.5221
932.15,64.4645
932.2,64.4742
932.25,64.5021
932.3,64.5596
932.35,64.5931
932.4,64.5878
932.45,64.6191
932.5,64.7101
932.55,64.7788
932.6,64.8108
932.65,64.8455
932.7,64.8845
932.75,64.888
932.8,64.8335
932.85,64.8403
932.9,64.9469
932.95,65.0586
933,65.1786
933.05,65.2583
933.1,65.2722
933.15,65.3627
933.2,65.5784
933.25,65.7034
933.3,65.6806
933.35,65.7371
933.4,65.9231
933.45,66.0618
933.5,66.1235
933.55,66.2339
933.6,66.4239
933.65,66.5631
933.7,66.6195
933.75,66.6594
933.8,66.6722
933.85,66.7501
933.9,66.9345
933.95,67.0788
934,67.1578
934.05,67.2375
934.1,67.3183
934.15,67.3848
934.2,67.4277
934.25,67.4824
934.3,67.5565
934.35,67.679
934.4,67.8809
934.45,68.0036
934.5,67.9973
934.55,68.0285
934.6,68.1209
934.65,68.2221
934.7,68.3378
934.75,68.4215
934.8,68.4528
934.85,68.5391
934.9,68.7153
934.95,68.8503
935,68.9182
935.05,69.0153
935.1,69.1603
935.15,69.2973
935.2,69.421
935.25,69.65
935.3,70.0507
935.35,70.3437
935.4,70.4611
935.45,70.6109
935.5,70.8136
935.55,71.0472
935.6,71.3314
935.65,71.2551
935.7,70.5906
935.75,69.7058
935.8,68.4614
935.85,67.2002
935.9,65.9117
935.95,64.7111
936,63.6543
936.05,62.4372
936.1,60.9587
936.15,59.5597
936.2,58.2903
936.25,56.9654
936.3,55.5499
936.35,54.0387
936.4,52.3714
936.45,50.8041
936.5,49.4001
936.55,48.0628
936.6,46.8344
936.65,45.2767
936.7,43.1817
936.75,41.4414
936.8,40.2799
936.85,38.9338
936.9,37.2863
936.95,35.7186
937,34.2809
937.05,32.7966
937.1,31.2363
937.15,29.7277
937.2,28.3034
937.25,26.8322
937.3,25.2844
937.35,23.7779
937.4,22.3387
937.45,20.9846
937.5,19.7695
937.55,18.5955
937.6,17.4885
937.65,16.6648
937.7,16.3033
937.75,15.9809
937.8,15.7226
937.85,15.6103
937.9,15.7366
937.95,15.8076
938,15.7884
938.05,15.7533
938.1,15.6922
938.15,15.8224
938.2,16.2644
938.25,16.6113
938.3,16.803
938.35,17.1522
938.4,17.7584
938.45,18.3151
938.5,18.7907
938.55,19.3368
938.6,19.9976
938.65,20.523
938.7,20.8276
938.75,21.1791
938.8,21.6072
938.85,21.9925
938.9,22.3078
938.95,22.6573
939,23.0625
939.05,23.5121
939.1,24.034
939.15,24.5343
939.2,24.9996
939.25,25.3995
939.3,25.6927
939.35,25.8091
939.4,25.6369
939.45,25.3774
939.5,24.9753
939.55,24.9981
939.6,25.7141
939.65,26.0456
939.7,25.7501
939.75,25.5272
939.8,25.4228
939.85,25.3884
939.9,25.4681
939.95,25.3137
940,24.7773
940.05,24.4527
940.1,24.4735
940.15,24.3019
940.2,23.8163
940.25,23.4964
940.3,23.4467
940.35,23.6768
940.4,24.3631
940.45,24.7978
940.5,24.8217
940.55,24.8516
940.6,24.8912
940.65,25.1676
940.7,25.8306
940.75,26.2635
940.8,26.3212
940.85,26.3861
940.9,26.4629
940.95,26.685
941,27.1444
941.05,27.4323
941.1,27.4406
941.15,27.625
941.2,28.0969
941.25,28.9113
941.3,30.2848
941.35,31.6291
941.4,32.9258
941.45,34.2161
941.5,35.4958
941.55,36.8771
941.6,38.4241
941.65,39.8541
941.7,41.0932
941.75,42.3587
941.8,43.6676
941.85,44.923
941.9,46.0911
941.95,47.0756
942,47.7604
942.05,48.3574
942.1,48.8112
942.15,49.6096
942.2,50.9705
942.25,52.2021
942.3,53.2231
942.35,54.2496
942.4,55.285
942.45,56.3152
942.5,57.3368
942.55,58.3393
942.6,59.3105
942.65,60.2969
942.7,61.308
942.75,62.314
942.8,63.3118
942.85,64.2365
942.9,65.0418
942.95,65.912
943,66.888
943.05,67.52
943.1,67.5907
943.15,67.242
943.2,66.209
943.25,65.3253
943.3,64.6849
943.35,63.9779
943.4,63.1621
943.45,62.1858
943.5,60.9476
943.55,59.7925
943.6,58.7729
943.65,57.7681
943.7,56.7878
943.75,55.8401
943.8,54.9456
943.85,54.1055
943.9,53.3539
943.95,52.5598
944,51.6966
944.05,50.9195
944.1,50.2831
944.15,49.7297
944.2,49.3121
944.25,48.8018
944.3,48.1402
944.35,47.4874
944.4,46.849
944.45,46.2229
944.5,45.6168
944.55,44.9749
944.6,44.2744
944.65,43.6283
944.7,43.0711
944.75,42.4754
944.8,41.8171
944.85,41.1773
944.9,40.5675
944.95,39.9846
945,39.4455
945.05,38.8712
945.1,38.2396
945.15,37.6441
945.2,37.1078
945.25,36.5447
945.3,35.9379
945.35,35.2747
945.4,34.5192
945.45,33.7622
945.5,33.0029
945.55,32.3662
945.6,31.9298
945.65,31.4966
945.7,31.069
945.75,30.6583
945.8,30.2754
945.85,29.8771
945.9,29.454
945.95,29.2141
946,29.2728
946.05,29.303
946.1,29.2866
946.15,29.3215
946.2,29.4404
946.25,29.6327
946.3,29.9447
946.35,30.1405
946.4,30.1466
946.45,30.1936
946.5,30.3074
946.55,30.4889
946.6,30.7808
946.65,31.0507
946.7,31.2843
946.75,31.5121
946.8,31.7304
946.85,31.9269
946.9,32.088
946.95,32.404
947,32.9729
947.05,33.588
947.1,34.2787
947.15,34.9082
947.2,35.4379
947.25,35.9555
947.3,36.4533
947.35,36.871
947.4,37.1579
947.45,37.3592
947.5,37.4211
947.55,37.52
947.6,37.6793
947.65,37.6905
947.7,37.4597
947.75,37.0378
947.8,36.304
947.85,35.7506
947.9,35.4914
947.95,35.1928
948,34.8298
948.05,34.4098
948.1,33.8966
948.15,33.5039
948.2,33.3079
948.25,33.0656
948.3,32.7476
948.35,32.5246
948.4,32.4562
948.45,32.4504
948.5,32.5465
948.55,32.5169
948.6,32.2821
948.65,32.1664
948.7,32.2451
948.75,32.2378
948.8,32.0902
948.85,31.7949
948.9,31.2586
948.95,30.7673
949,30.3495
949.05,29.8397
949.1,29.1801
949.15,28.7142
949.2,28.5646
949.25,28.464
949.3,28.4433
949.35,28.5316
949.4,28.7979
949.45,29.1933
949.5,29.7992
949.55,30.3424
949.6,30.7832
949.65,31.2526
949.7,31.7686
949.75,32.3441
949.8,33.0168
949.85,33.6822
949.9,34.3358
949.95,34.9296
950,35.4258
950.05,35.9204
950.1,36.4123
950.15,36.9492
950.2,37.5594
950.25,38.2288
950.3,38.995
950.35,39.5503
950.4,39.7616
950.45,39.9991
950.5,40.2795
950.55,40.1529
950.6,39.3624
950.65,38.7277
950.7,38.3474
950.75,38.2318
950.8,38.5482
950.85,38.7298
950.9,38.6916
950.95,38.5268
951,38.1553
951.05,37.7277
951.1,37.2086
951.15,36.6998
951.2,36.2078
951.25,35.7688
951.3,35.4166
951.35,35.0456
951.4,34.6439
951.45,34.1853
951.5,33.6337
951.55,33.1748
951.6,32.8672
951.65,32.5577
951.7,32.2448
951.75,31.8737
951.8,31.4075
951.85,30.9509
951.9,30.5098
951.95,30.1868
952,30.0563
952.05,29.9641
952.1,29.9345
952.15,29.9035
952.2,29.8701
952.25,29.749
952.3,29.485
952.35,29.4213
952.4,29.6846
952.45,29.8124
952.5,29.7194
952.55,29.6082
952.6,29.4676
952.65,29.4507
952.7,29.6356
952.75,29.7153
952.8,29.6232
952.85,29.4039
952.9,28.9767
952.95,28.7053
953,28.6881
953.05,28.6631
953.1,28.6255
953.15,28.4801
953.2,28.1587
953.25,27.914
953.3,27.7944
953.35,27.666
953.4,27.5234
953.45,27.4076
953.5,27.3356
953.55,27.3087
953.6,27.3557
953.65,27.323
953.7,27.1603
953.75,26.9626
953.8,26.7078
953.85,26.5324
953.9,26.4869
953.95,26.3175
954,25.9461
954.05,25.6235
954.1,25.3807
954.15,25.2034
954.2,25.1333
954.25,25.0229
954.3,24.8466
954.35,24.6745
954.4,24.5094
954.45,24.3135
954.5,24.0675
954.55,23.8872
954.6,23.8142
954.65,23.688
954.7,23.475
954.75,23.3372
954.8,23.3217
954.85,23.2365
954.9,23.0374
954.95,22.8183
955,22.5665
955.05,22.3881
955.1,22.3291
955.15,22.197
955.2,21.9453
955.25,21.562
955.3,20.964
955.35,20.5121
955.4,20.2984
955.45,20.2713
955.5,20.5485
955.55,20.8989
955.6,21.3688
955.65,21.5683
955.7,21.3266
955.75,21.3156
955.8,21.681
955.85,21.8263
955.9,21.6124
955.95,21.3988
956,21.1854
956.05,20.9666
956.1,20.739
956.15,20.6127
956.2,20.6518
956.25,21.0532
956.3,22.0458
956.35,23.0407
956.4,24.0394
956.45,24.7675
956.5,25.0542
956.55,24.9643
956.6,24.2602
956.65,23.823
956.7,23.8213
956.75,24.2515
956.8,25.3864
956.85,26.2939
956.9,26.8302
956.95,27.2426
957,27.4526
957.05,27.3373
957.1,26.6915
957.15,25.9664
957.2,25.1123
957.25,24.2528
957.3,23.3847
957.35,22.4896
957.4,21.5507
957.45,20.5647
957.5,19.5019
957.55,18.4289
957.6,17.3395
957.65,16.4914
957.7,16.0371
957.75,15.5419
957.8,14.9801
957.85,14.6648
957.9,14.7517
957.95,15.2448
958,16.4006
958.05,17.4139
958.1,18.1945
958.15,18.5089
958.2,18.0623
958.25,17.6554
958.3,17.3132
958.35,17.1034
958.4,17.1096
958.45,17.3685
958.5,18.0397
958.55,18.9339
958.6,20.1919
958.65,21.2685
958.7,22.0491
958.75,22.7416
958.8,23.2905
958.85,23.4905
958.9,23.1212
958.95,22.717
959,22.2558
959.05,21.8503
959.1,21.5356
959.15,21.5846
959.2,22.227
959.25,23.1619
959.3,24.5738
959.35,25.5729
959.4,25.8983
959.45,26.2344
959.5,26.588
959.55,26.7058
959.6,26.4387
959.65,25.882
959.7,24.8526
959.75,24.0411
959.8,23.585
959.85,23.0271
959.9,22.3032
959.95,21.6731
960,21.1959
960.05,20.8313
960.1,20.6502
960.15,20.4542
960.2,20.2339
960.25,19.856
960.3,19.221
960.35,18.6629
960.4,18.2304
960.45,17.5913
960.5,16.6155
960.55,15.5793
960.6,14.4447
960.65,13.427
960.7,12.5998
960.75,11.7936
960.8,11.0217
960.85,10.114
960.9,8.9849
960.95,8.1942
961,7.9556
961.05,7.5514
961.1,6.8768
961.15,6.6804
961.2,7.2641
961.25,7.5085
961.3,7.1993
961.35,6.8069
961.4,6.2786
961.45,5.5027
961.5,4.3228
961.55,3.112
961.6,1.8506
961.65,1.1287
961.7,1.2869
961.75,1.9056
961.8,3.2757
961.85,4.5604
961.9,5.7057
961.95,6.9866
962,8.4886
962.05,9.8884
962.1,11.1217
962.15,12.3966
962.2,13.7394
962.25,14.8983
962.3,15.757
962.35,16.6042
962.4,17.4327
962.45,18.1391
962.5,18.6464
962.55,18.7965
962.6,18.3638
962.65,18.0665
962.7,17.9904
962.75,17.8167
962.8,17.4836
962.85,17.164
962.9,16.8662
962.95,16.4557
963,15.8613
963.05,15.461
963.1,15.3772
963.15,15.3434
963.2,15.391
963.25,15.7368
963.3,16.5692
963.35,17.2034
963.4,17.5139
963.45,17.8268
963.5,18.1432
963.55,18.226
963.6,17.9276
963.65,17.6173
963.7,17.2877
963.75,16.9016
963.8,16.4231
963.85,16.0193
963.9,15.7371
963.95,15.8137
964,16.4754
964.05,17.051
964.1,17.4861
964.15,17.9083
964.2,18.3093
964.25,18.5462
964.3,18.5151
964.35,18.6878
964.4,19.1927
964.45,19.5818
964.5,19.7818
964.55,19.752
964.6,19.3476
964.65,19.3035
964.7,19.8474
964.75,20.2541
964.8,20.4368
964.85,20.6115
964.9,20.7728
964.95,21.1778
965,21.9801
965.05,22.7171
965.1,23.3474
965.15,24.0143
965.2,24.7408
965.25,25.4984
965.3,26.3068
965.35,27.09
965.4,27.8323
965.45,28.5451
965.5,29.2099
965.55,29.8984
965.6,30.6256
965.65,31.2964
965.7,31.8751
965.75,32.3219
965.8,32.5537
965.85,32.4496
965.9,31.7972
965.95,31.1333
966,30.4507
966.05,30.0916
966.1,30.2603
966.15,30.4184
966.2,30.559
966.25,30.6892
966.3,30.8023
966.35,30.7902
966.4,30.5738
966.45,30.4022
966.5,30.3036
966.55,30.3099
966.6,30.4875
966.65,30.5638
966.7,30.4748
966.75,30.3623
966.8,30.2112
966.85,30.1745
966.9,30.3242
966.95,30.3556
967,30.1938
967.05,30.1094
967.1,30.1513
967.15,30.2334
967.2,30.3812
967.25,30.4458
967.3,30.3747
967.35,30.3321
967.4,30.3361
967.45,30.4053
967.5,30.5806
967.55,30.7578
967.6,30.9379
967.65,31.0563
967.7,31.0739
967.75,31.1357
967.8,31.2698
967.85,31.4336
967.9,31.6461
967.95,31.9321
968,32.338
968.05,32.6112
968.1,32.6682
968.15,32.8401
968.2,33.1994
968.25,33.5653
968.3,33.9419
968.35,34.3338
968.4,34.7504
968.45,35.1061
968.5,35.3623
968.55,35.7283
968.6,36.2734
968.65,36.8241
968.7,37.3841
968.75,37.9471
968.8,38.5151
968.85,39.086
968.9,39.6616
968.95,40.2623
969,40.9042
969.05,41.2998
969.1,41.2935
969.15,40.9099
969.2,39.9107
969.25,39.0949
969.3,38.578
969.35,38.1295
969.4,37.7924
969.45,37.4652
969.5,37.1544
969.55,36.9022
969.6,36.7456
969.65,36.6054
969.7,36.492
969.75,36.323
969.8,36.0636
969.85,35.6293
969.9,34.9099
969.95,34.2751
970,33.7783
970.05,33.3387
970.1,32.9925
970.15,32.508
970.2,31.798
970.25,31.1428
970.3,30.5769
970.35,29.9547
970.4,29.2402
970.45,28.6636
970.5,28.3117
970.55,27.8943
970.6,27.3696
970.65,26.9402
970.7,26.666
970.75,26.3201
970.8,25.857
970.85,25.506
970.9,25.3382
970.95,25.166
971,24.9867
971.05,24.8998
971.1,24.9637
971.15,25.2876
971.2,26.0361
971.25,26.6235
971.3,26.9481
971.35,27.3227
971.4,27.7788
971.45,28.3192
971.5,28.9973
971.55,29.6386
971.6,30.2199
971.65,30.8072
971.7,31.4043
971.75,32.0963
971.8,32.943
971.85,33.7573
971.9,34.5188
971.95,35.1939
972,35.7279
972.05,36.2689
972.1,36.8213
972.15,37.4621
972.2,38.2471
972.25,39.0677
972.3,39.9466
972.35,40.7248
972.4,41.3388
972.45,42.0693
972.5,42.9902
972.55,43.8182
972.6,44.4947
972.65,45.0855
972.7,45.5365
972.75,46.0337
972.8,46.606
972.85,47.2905
972.9,48.1579
972.95,48.8954
973,49.4211
973.05,49.4663
973.1,48.7275
973.15,47.9934
973.2,47.2671
973.25,46.7127
973.3,46.4389
973.35,45.8934
973.4,44.9048
973.45,43.954
973.5,43.0652
973.55,42.1829
973.6,41.3113
973.65,40.4309
973.7,39.5361
973.75,38.6674
973.8,37.8413
973.85,37.0044
973.9,36.15
973.95,35.2994
974,34.455
974.05,33.6116
974.1,32.77
974.15,32.0068
974.2,31.3713
974.25,30.6577
974.3,29.8167
974.35,28.9901
974.4,28.187
974.45,27.4381
974.5,26.7774
974.55,26.1676
974.6,25.6408
974.65,25.3356
974.7,25.3918
974.75,25.4896
974.8,25.6552
974.85,25.6528
974.9,25.3761
974.95,25.1608
975,25.0454
975.05,24.9225
975.1,24.7874
975.15,24.7229
975.2,24.7735
975.25,25.1682
975.3,26.1244
975.35,26.8187
975.4,27.0858
975.45,27.446
975.5,27.9581
975.55,28.4998
975.6,29.0898
975.65,29.6849
975.7,30.288
975.75,30.7901
975.8,31.1274
975.85,31.7245
975.9,32.7455
975.95,33.6451
976,34.3469
976.05,34.9666
976.1,35.4525
976.15,35.9902
976.2,36.6123
976.25,37.2272
976.3,37.8304
976.35,38.3997
976.4,38.9137
976.45,39.4252
976.5,39.9326
976.55,40.4703
976.6,41.0575
976.65,41.575
976.7,41.9788
976.75,42.4425
976.8,43.0041
976.85,43.5116
976.9,43.9308
976.95,44.029
977,43.6035
977.05,42.9714
977.1,42.0022
977.15,41.232
977.2,40.7867
977.25,40.3667
977.3,39.9879
977.35,39.5039
977.4,38.8484
977.45,38.2516
977.5,37.7506
977.55,37.2497
977.6,36.749
977.65,36.3784
977.7,36.2204
977.75,36.0999
977.8,36.0406
977.85,36.132
977.9,36.4692
977.95,36.6967
978,36.7454
978.05,36.8686
978.1,37.1132
978.15,37.4176
978.2,37.8198
978.25,38.1008
978.3,38.184
978.35,38.3313
978.4,38.583
978.45,38.9883
978.5,39.6441
978.55,40.0518
978.6,40.0547
978.65,39.7639
978.7,38.994
978.75,38.2985
978.8,37.7245
978.85,37.1784
978.9,36.678
978.95,36.1556
979,35.5974
979.05,35.0571
979.1,34.5459
979.15,34.0891
979.2,33.7208
979.25,33.3745
979.3,33.0639
979.35,32.8176
979.4,32.676
979.45,32.5574
979.5,32.476
979.55,32.463
979.6,32.5615
979.65,32.7031
979.7,32.9152
979.75,33.0138
979.8,32.9273
979.85,32.9072
979.9,32.9955
979.95,33.0923
980,33.2031
980.05,33.2975
980.1,33.3651
980.15,33.4974
980.2,33.7353
980.25,33.9797
980.3,34.2349
980.35,34.3698
980.4,34.3084
980.45,34.3911
980.5,34.7087
980.55,34.9909
980.6,35.2153
980.65,35.4684
980.7,35.7685
980.75,36.013
980.8,36.1669
980.85,36.1881
980.9,35.9929
980.95,35.4781
981,34.4421
981.05,33.6647
981.1,33.3093
981.15,32.9221
981.2,32.4828
981.25,32.0579
981.3,31.6565
981.35,31.2982
981.4,31.0102
981.45,30.7279
981.5,30.4548
981.55,30.2295
981.6,30.0822
981.65,29.8814
981.7,29.5935
981.75,29.2988
981.8,28.9933
981.85,28.9205
981.9,29.2272
981.95,29.7058
982,30.4649
982.05,30.9787
982.1,31.092
982.15,31.1178
982.2,31.0007
982.25,30.7745
982.3,30.3704
982.35,29.8141
982.4,29.0098
982.45,28.4071
982.5,28.1334
982.55,27.6996
982.6,27.0049
982.65,26.3724
982.7,25.8416
982.75,25.4243
982.8,25.1921
982.85,24.8387
982.9,24.2873
982.95,23.8665
983,23.6588
983.05,23.4617
983.1,23.2819
983.15,23.5106
983.2,24.4059
983.25,24.9816
983.3,25.0359
983.35,24.7168
983.4,23.7885
983.45,23.1452
983.5,22.9669
983.55,22.6545
983.6,22.1235
983.65,21.6211
983.7,21.1652
983.75,20.7996
983.8,20.5812
983.85,20.6181
983.9,21.0715
983.95,21.8717
984,23.2376
984.05,24.2251
984.1,24.5951
984.15,25.1926
984.2,26.1612
984.25,26.7722
984.3,26.7997
984.35,26.8028
984.4,26.7659
984.45,26.4573
984.5,25.7051
984.55,24.703
984.6,23.2929
984.65,22.053
984.7,21.0908
984.75,20.0622
984.8,18.925
984.85,17.9498
984.9,17.2387
984.95,16.5289
985,15.8212
985.05,15.2059
985.1,14.7415
985.15,14.3162
985.2,13.9547
985.25,13.554
985.3,13.0891
985.35,12.8815
985.4,13.0935
985.45,13.235
985.5,13.2618
985.55,13.1319
985.6,12.7464
985.65,12.2581
985.7,11.6018
985.75,10.8729
985.8,10.0255
985.85,9.3152
985.9,8.8287
985.95,8.2857
986,7.6503
986.05,6.9273
986.1,6.0611
986.15,5.4098
986.2,5.1089
986.25,4.8522
986.3,4.6675
986.35,4.5508
986.4,4.545
986.45,4.5069
986.5,4.4159
986.55,4.5004
986.6,4.8709
986.65,5.2098
986.7,5.4972
986.75,5.9097
986.8,6.5264
986.85,6.9422
986.9,7.0304
986.95,7.2385
987,7.6424
987.05,8.1201
987.1,8.7182
987.15,9.0847
987.2,9.0735
987.25,9.0775
987.3,9.1063
987.35,9.3671
987.4,10.0062
987.45,10.5162
987.5,10.8153
987.55,11.0871
987.6,11.3141
987.65,11.5876
987.7,11.9369
987.75,12.3606
987.8,12.9055
987.85,13.2109
987.9,13.1255
987.95,13.0103
988,12.8466
988.05,12.6496
988.1,12.3984
988.15,12.4677
988.2,13.0601
988.25,13.9583
988.3,15.3554
988.35,16.5185
988.4,17.3
988.45,17.7486
988.5,17.6541
988.55,17.6315
988.6,17.7263
988.65,17.768
988.7,17.723
988.75,17.7672
988.8,17.9567
988.85,18.2383
988.9,18.6701
988.95,18.8213
989,18.5146
989.05,18.4696
989.1,18.8517
989.15,19.2738
989.2,19.7613
989.25,19.998
989.3,19.8257
989.35,19.9133
989.4,20.425
989.45,20.8761
989.5,21.2287
989.55,21.5555
989.6,21.8403
989.65,22.279
989.7,22.9687
989.75,23.5805
989.8,24.0652
989.85,24.495
989.9,24.8354
989.95,25.1082
990,25.2708
990.05,25.388
990.1,25.4314
990.15,25.5223
990.2,25.6908
990.25,25.8374
990.3,25.9482
990.35,26.0908
990.4,26.2854
990.45,26.3373
990.5,26.1562
990.55,25.9809
990.6,25.8149
990.65,25.7248
990.7,25.7585
990.75,25.7254
990.8,25.5833
990.85,25.6125
990.9,25.9214
990.95,26.2471
991,26.6001
991.05,26.9797
991.1,27.4029
991.15,27.9086
991.2,28.5492
991.25,29.1214
991.3,29.5819
991.35,30.1774
991.4,30.9932
991.45,31.7182
991.5,32.295
991.55,32.9102
991.6,33.5879
991.65,34.2512
991.7,34.8909
991.75,35.2957
991.8,35.3174
991.85,35.2097
991.9,34.8907
991.95,34.5755
992,34.2665
992.05,33.939
992.1,33.5812
992.15,33.1351
992.2,32.5448
992.25,32.0249
992.3,31.62
992.35,31.1335
992.4,30.5141
992.45,30.0065
992.5,29.6814
992.55,29.3122
992.6,28.8709
992.65,28.4242
992.7,27.9685
992.75,27.6219
992.8,27.4532
992.85,27.4089
992.9,27.5675
992.95,28.1163
993,29.3018
993.05,30.222
993.1,30.7093
993.15,31.1331
993.2,31.4534
993.25,32.0002
993.3,32.9166
993.35,33.5899
993.4,33.8666
993.45,33.7989
993.5,33.1691
993.55,32.5074
993.6,31.7933
993.65,31.2702
993.7,31.0586
993.75,30.8428
993.8,30.6201
993.85,30.3988
993.9,30.1798
993.95,29.9893
994,29.8455
994.05,29.5799
994.1,29.1155
994.15,28.9609
994.2,29.3116
994.25,29.9261
994.3,30.971
994.35,31.6885
994.4,31.8719
994.45,32.1213
994.5,32.4784
994.55,32.9127
994.6,33.4728
994.65,34.0112
994.7,34.5142
994.75,34.957
994.8,35.3015
994.85,35.6792
994.9,36.111
994.95,36.5252
995,36.9104
995.05,37.3266
995.1,37.7931
995.15,38.1725
995.2,38.4098
995.25,38.7375
995.3,39.2128
995.35,39.6762
995.4,40.1203
995.45,40.5547
995.5,40.9731
995.55,41.4472
995.6,42.0122
995.65,42.3367
995.7,42.2686
995.75,41.8726
995.8,40.9414
995.85,39.9835
995.9,38.982
995.95,38.1321
996,37.5294
996.05,36.8117
996.1,35.9065
996.15,34.983
996.2,34.03
996.25,33.1838
996.3,32.5119
996.35,31.8204
996.4,31.0968
996.45,30.4824
996.5,30.0463
996.55,29.6139
996.6,29.1879
996.65,28.8189
996.7,28.5431
996.75,28.2694
996.8,27.9989
996.85,27.8403
996.9,27.8644
996.95,27.812
997,27.6348
997.05,27.6099
997.1,27.8334
997.15,27.8694
997.2,27.5996
997.25,27.5106
997.3,27.7164
997.35,27.7871
997.4,27.6372
997.45,27.5496
997.5,27.5638
997.55,27.6486
997.6,27.8486
997.65,28.0101
997.7,28.1087
997.75,28.2563
997.8,28.4836
997.85,28.509
997.9,28.205
997.95,27.9178
998,27.6581
998.05,27.3039
998.1,26.7956
998.15,26.4238
998.2,26.2745
998.25,26.0293
998.3,25.6278
998.35,25.6462
998.4,26.3499
998.45,26.9787
998.5,27.4849
998.55,28.033
998.6,28.6493
998.65,29.2221
998.7,29.7239
998.75,30.4274
998.8,31.4599
998.85,32.585
998.9,33.8611
998.95,35.0731
999,36.1806
999.05,37.3185
999.1,38.5062
999.15,39.7555
999.2,41.1053
999.25,42.3335
999.3,43.3632
999.35,44.1504
999.4,44.5423
999.45,44.9512
999.5,45.388
999.55,46.2207
999.6,47.6992
999.65,48.9505
999.7,49.8309
999.75,50.7803
999.8,51.8421
999.85,52.8863
999.9,53.9016
999.95,54.9397
1000,56.0151
1000.05,57.0254
1000.1,57.9295
1000.15,58.8493
1000.2,59.7947
1000.25,60.7039
1000.3,61.5539
1000.35,62.3997
1000.4,63.2385
1000.45,64.0617
1000.5,64.8596
1000.55,65.6147
1000.6,66.3002
1000.65,66.4141
1000.7,65.5954
1000.75,64.6271
1000.8,63.4144
1000.85,62.3104
1000.9,61.3837
1000.95,60.3408
1001,59.1084
1001.05,57.8671
1001.1,56.6113
1001.15,55.3923
1001.2,54.233
1001.25,53.0535
1001.3,51.8406
1001.35,50.6756
1001.4,49.5888
1001.45,48.5359
1001.5,47.5381
1001.55,46.5588
1001.6,45.6097
1001.65,44.7564
1001.7,44.0593
1001.75,43.233
1001.8,42.1958
1001.85,41.1524
1001.9,40.0988
1001.95,39.1368
1002,38.3242
1002.05,37.4421
1002.1,36.4466
1002.15,35.4538
1002.2,34.4655
1002.25,33.5336
1002.3,32.6937
